model,revision,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,seed,prompt_sha,raw_output
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,51,Authority,label,0,2.229565826519846,,0.4228044603230385,5,False,False,,,40,,d5b0181cfb927748,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,52,Authority,label,0,3.020018445962047,,0.5903970788462167,5,False,False,,,18,,e9fb9ac4551a2b87,3
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,53,Authority,label,0,3.817280966788471,,0.6680470725107814,4,False,False,,,19,,feaaa9442c01421f,4
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,54,Authority,label,0,2.06220973254303,,0.4301739076496646,5,False,False,,,40,,40dbaf4c9d7a146e,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,55,Authority,label,0,2.77351833497867,,0.5219943026240079,5,False,False,,,40,,4745d221a0972a86,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,56,Authority,label,0,3.5614894665827457,,0.6102286741579913,4,False,False,,,40,,225844bd9bccc4f8,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,57,Authority,label,0,3.0837641948418244,,0.5480941585795738,5,False,False,,,40,,15be1f7a190643b4,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,58,Authority,label,0,3.866810460104409,,0.534959484612824,4,False,False,,,19,,4d9f556ab7711517,4
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,59,Authority,label,0,3.4992759199061276,,0.5786890484953923,4,False,False,,,40,,b841d6c58d27a262,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,60,Authority,label,0,3.067214473335723,,0.5424876764246795,5,False,False,,,18,,5e0ccd9b11ad6461,3
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,61,Authority,label,0,2.923126450654577,,0.45042433685440314,5,False,False,,,40,,53e29610c3d7f8c5,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,62,Authority,label,0,3.04317081794297,,0.5538142455468003,5,False,False,,,18,,623fdda4f2fbb336,3
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,63,Authority,label,0,3.182736282072708,,0.5282536683783712,5,False,False,,,40,,8b5281550ec74d75,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,64,Authority,label,0,3.2096442913202425,,0.47139194810864643,4,False,False,,,40,,8b80323a0c442ba0,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,65,Authority,label,0,2.5865582848989077,,0.5026545864289885,5,False,False,,,40,,00c8e316dd6de2e8,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,66,Authority,label,0,2.4210502842325856,,0.4123935453134303,5,False,False,,,40,,7dbc8ff0f077f0cc,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,67,Sanctity,label,0,3.9222976405844223,,0.45639021114348294,5,False,False,,,40,,1746d830889d9c08,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,68,Sanctity,label,0,3.833549375689193,,0.6346700490741872,5,False,False,,,19,,ee98a12bc9206e5a,4
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,69,Sanctity,label,0,3.8651884497476243,,0.41077005205251405,4,False,False,,,40,,c45daa28d894b2c2,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,70,Sanctity,label,0,3.9464700503854533,,0.41939405177473504,3,False,False,,,40,,527ad0a09e55d0fc,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,71,Sanctity,label,0,3.7752743617541475,,0.4689928827825377,4,False,False,,,40,,af71fa339d64c43a,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,72,Sanctity,label,0,3.9990889486428385,,0.3764526545339372,2,False,False,,,40,,04f9b231f05ec966,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,73,Sanctity,label,0,3.7754232084367048,,0.3776855671308788,4,False,False,,,40,,0f8c48be6a0ae18a,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,74,Sanctity,label,0,3.9971990730328786,,0.32084233856609323,2,False,False,,,40,,ff3fd90a0eb81338,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,75,Sanctity,label,0,3.5141154999799156,,0.2315584972670981,5,False,False,,,40,,5f3e78f24e4c4a6d,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,76,Sanctity,label,0,3.9912601109316923,,0.6778361131628048,3,False,False,,,19,,6f2d5b3efd29db84,4
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,77,Sanctity,label,0,1.8935014382488136,,0.30008676947700114,5,False,False,,,40,,7eed5cf3f5d7ee46,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,78,Sanctity,label,0,3.8655968509336,,0.2959204538154045,4,False,False,,,40,,dcf2a3fa63c24be3,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,79,Sanctity,label,0,2.394392591722959,,0.41068878208078413,5,False,False,,,40,,953b7c4b120aa1c8,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,80,Sanctity,label,0,3.703852108087289,,0.4619547116814419,5,False,False,,,40,,6d33a39ad82feb2e,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,81,Sanctity,label,0,0.9193947349642682,,0.2876186646327426,5,False,False,,,40,,55765a9f97be5ce0,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,82,Sanctity,label,0,3.3272387752425145,,0.1781152153048785,5,False,False,,,40,,c3bee8bc1cea95e7,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,83,Sanctity,label,0,2.8326572933050818,,0.2983482507222085,5,False,False,,,40,,e3e2fca84e0bb062,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,84,Liberty,label,0,3.308417321701617,,0.3224825957692214,5,False,False,,,40,,b3856179d0a94c06,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,85,Liberty,label,0,1.955935212837162,,0.5267911611326589,5,False,False,,,40,,5ef399ce8482da99,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,86,Liberty,label,0,3.4353866170574343,,0.4560629666596534,4,False,False,,,40,,5c31d6f28a08fe98,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,87,Liberty,label,0,3.6461058909375152,,0.5443547441236166,4,False,False,,,40,,b3509e7b02b0d9cf,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,88,Liberty,label,0,3.6195799640282793,,0.4622537330583973,4,False,False,,,40,,b442030efd007650,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,89,Liberty,label,0,3.4112207029908395,,0.3122421896364202,5,False,False,,,40,,33ce8a0f9120ef1e,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,90,Liberty,label,0,3.3736911368990983,,0.34253241440227045,4,False,False,,,40,,a1d7df1e868e3bdc,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,91,Liberty,label,0,3.9967397540298037,,0.6497293454076774,3,False,False,,,19,,0cf0b550a6178f40,4
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,92,Liberty,label,0,3.421438371783299,,0.6121939106057793,5,False,False,,,40,,0603fc50a473609b,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,93,Liberty,label,0,3.3900453859851982,,0.5562724823172154,5,False,False,,,40,,644d08f98f3c1d04,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,94,Liberty,label,0,3.2611280807308134,,0.31514551400115415,5,False,False,,,40,,3e258f42ba244d9f,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,95,Liberty,label,0,3.7973800622071265,,0.49306593956842687,4,False,False,,,40,,2251663f9bed9579,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,96,Liberty,label,0,2.9801866695318977,,0.40348380435057196,5,False,False,,,40,,7e359276ef0b540d,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,97,Liberty,label,0,2.771823069418962,,0.33851574121666156,5,False,False,,,40,,bedb9afb492a97f2,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,98,Liberty,label,0,3.892884529266127,,0.7278717345964253,4,False,False,,,19,,2e1f70bc41dc7a27,4
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,99,Liberty,label,0,3.399571786621919,,0.31461339708232905,5,False,False,,,40,,6d95e6d067acf073,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,100,Liberty,label,0,3.2375519753810575,,0.41518574658101814,4,False,False,,,40,,e49b88ec2904350f,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,101,Social Norms,label,0,1.9832999950024748,,0.3537548462821006,5,False,False,,,40,,3ab66f37ce2548f1,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,102,Social Norms,label,0,2.0329693532987543,,0.3372887086734124,5,False,False,,,40,,547090d7e6b29374,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,103,Social Norms,label,0,0.9426117705496408,,0.5664623260256706,5,False,False,,,16,,f5a65358e9fc2dd6,1
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,104,Social Norms,label,0,1.1490621326174002,,0.616020782646303,5,False,False,,,16,,7893ff60871f22a3,1
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,105,Social Norms,label,0,1.2093166283029506,,0.26506247948926426,5,False,False,,,40,,10d43b798e63a156,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,106,Social Norms,label,0,0.9774200089750065,,0.5117042991793217,5,False,False,,,40,,fd467e4c394639c8,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,107,Social Norms,label,0,0.8467155923017265,,0.5328444530841216,5,False,False,,,40,,46ed1dc13183764c,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,108,Social Norms,label,0,0.6923425053598767,,0.36433225780732886,5,False,False,,,40,,089cd3545bbe032a,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,109,Social Norms,label,0,1.7891399775195802,,0.46851692872838235,5,False,False,,,40,,08dc1586eccdfab3,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,110,Social Norms,label,0,2.2954734184030854,,0.46562674501589635,5,False,False,,,40,,586d1f15dc051dbb,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,111,Social Norms,label,0,1.4371967128573677,,0.4777332437142378,5,False,False,,,40,,992090587e41a330,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,112,Social Norms,label,0,1.7400390808326238,,0.561903306816537,5,False,False,,,40,,28cf31e6d986a95e,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,113,Social Norms,label,0,0.8187947133226587,,0.7816101859275133,5,False,False,,,16,,517af59f683745a9,1
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,114,Social Norms,label,0,2.819787414161957,,0.3641985386312272,5,False,False,,,40,,1b888177680e3923,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,115,Social Norms,label,0,1.3718317701180303,,0.4884751830605751,5,False,False,,,40,,5a1b72f585ec1761,I
meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,116,Social Norms,label,0,1.6494004359840813,,0.20773384227618338,5,False,False,,,40,,0f4624b470fdb58b,I
