model,revision,harness,item_id,foundation,condition,replicate,score,score_alt_normalisation,logprob_mass,n_options_found,refusal,parse_failed,parse_strategy,token_boundary_clean,emitted_token_id,label_position,surface_form,boundary_shift,degenerate_options,seed,prompt_sha,raw_output
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,49,Loyalty,label,0,1.6816227458403736,1.681622389830658,0.9987728029102526,5,False,False,,True,,,label,0,,,715ebfd1e999cc39,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,50,Authority,label,0,1.9437630140718944,1.9437622680001108,0.9994220643305637,5,False,False,,True,,,label,0,,,8abcaf4cca16f190,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,51,Authority,label,0,1.5956416453302855,1.5956403523710696,0.9991614624633801,5,False,False,,True,,,label,0,,,7b584e434c7e6b4e,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,52,Authority,label,0,1.620216971380881,1.6202142495711052,0.998856943810696,5,False,False,,True,,,label,0,,,55ab7d0788e63dd3,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,53,Authority,label,0,1.907810165845058,1.9078093214993619,0.9971597170496599,5,False,False,,True,,,label,0,,,dbcc2789be90b8fd,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,54,Authority,label,0,1.8249358835333775,1.8249348077657697,0.9990957747588867,5,False,False,,True,,,label,0,,,0001accf3401fdda,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,55,Authority,label,0,1.8364266797898656,1.8364252218757529,0.9989557507024428,5,False,False,,True,,,label,0,,,56034e346a4ce822,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,56,Authority,label,0,1.871845295170156,1.8718443607155495,0.9987987998152041,5,False,False,,True,,,label,0,,,7657ec778a329844,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,57,Authority,label,0,1.8598878109643882,1.8598865498539534,0.9989612076178727,5,False,False,,True,,,label,0,,,1b15795fb3577378,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,58,Authority,label,0,1.9055560925628001,1.9055551868543572,0.9984361225255681,5,False,False,,True,,,label,0,,,d87d948546b88df6,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,59,Authority,label,0,2.273084842741232,2.2730843655497734,0.9985407224575428,5,False,False,,True,,,label,0,,,4f69934a0b664d29,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,60,Authority,label,0,1.668653006361235,1.6686513362887694,0.99914520353109,5,False,False,,True,,,label,0,,,18fdedf1fc10cee7,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,61,Authority,label,0,1.8192950096571041,1.8192932899030994,0.9986778797004123,5,False,False,,True,,,label,0,,,9622649cb856cb11,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,62,Authority,label,0,1.8906295708437288,1.8906289149810829,0.9993564212229584,5,False,False,,True,,,label,0,,,70a2e213b3fc2bd3,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,63,Authority,label,0,1.9612519032028135,1.961251213772925,0.9984852937703166,5,False,False,,True,,,label,0,,,137a8ba32cf6e17d,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,64,Authority,label,0,2.01499145193652,2.0149909450472188,0.9984076743115213,5,False,False,,True,,,label,0,,,02444589de858800,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,65,Authority,label,0,1.7300007187895745,1.729999567229083,0.9987352853754896,5,False,False,,True,,,label,0,,,0a7d30ef4bd9ad06,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,66,Authority,label,0,1.5357178829290372,1.535716326824809,0.9988484812536232,5,False,False,,True,,,label,0,,,1d7b6c98cee0975b,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,67,Sanctity,label,0,1.8822296075978031,1.8822289413006346,0.9970298479191365,5,False,False,,True,,,label,0,,,9d8258d9a3f08736,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,68,Sanctity,label,0,2.3962751978431998,2.3962750524480283,0.9966093818585022,5,False,False,,True,,,label,0,,,48ff1f9e23b1b51c,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,69,Sanctity,label,0,2.620171158132094,2.620171603618465,0.9965148102707032,5,False,False,,True,,,label,0,,,583bb015eeaf3187,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,70,Sanctity,label,0,2.6119869705837995,2.6119872885496846,0.9980605439485052,5,False,False,,True,,,label,0,,,dfd495d4f718f08e,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,71,Sanctity,label,0,2.1711276334339007,2.171126833818072,0.9976738268071862,5,False,False,,True,,,label,0,,,f3798504cc679afc,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,72,Sanctity,label,0,3.224747546920091,3.2247482081002237,0.9948963205935125,5,False,False,,True,,,label,0,,,6d9364b37fef2993,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,73,Sanctity,label,0,1.9563825266587165,1.9563820661733944,0.9987900452765777,5,False,False,,True,,,label,0,,,623b6cdfcfd1d445,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,74,Sanctity,label,0,2.8308225082272718,2.830823002847228,0.993874561113049,5,False,False,,True,,,label,0,,,6c45351c30bed00e,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,75,Sanctity,label,0,2.3582909346007543,2.3582908134133276,0.997807753066781,5,False,False,,True,,,label,0,,,1dd9fe930bd12326,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,76,Sanctity,label,0,1.9233997413155361,1.9233988148268262,0.9987813170575047,5,False,False,,True,,,label,0,,,801ebe9704a735d2,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,77,Sanctity,label,0,1.8236970216200918,1.8236963784573357,0.9983948377902526,5,False,False,,True,,,label,0,,,023ac6d935c90b33,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,78,Sanctity,label,0,1.9679972655122158,1.9679965445843424,0.9974805223642436,5,False,False,,True,,,label,0,,,00991bef33387a02,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,79,Sanctity,label,0,1.9260600144953812,1.92605900386766,0.9988671316146147,5,False,False,,True,,,label,0,,,2e94672c5bafb988,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,80,Sanctity,label,0,1.830464700586961,1.8304637521022975,0.9974979999780694,5,False,False,,True,,,label,0,,,8854940b70cc4c49,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,81,Sanctity,label,0,2.3946074710354748,2.3946074442439014,0.9951188912274925,5,False,False,,True,,,label,0,,,89e48a6bf1e12fcf,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,82,Sanctity,label,0,1.486770728529994,1.4867696916469306,0.9989228382865801,5,False,False,,True,,,label,0,,,0b435b2c16481968,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,83,Sanctity,label,0,2.2910010003177486,2.29100069150422,0.9977848443179482,5,False,False,,True,,,label,0,,,bc6cf192427e33c8,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,84,Liberty,label,0,1.9389858370352153,1.9389845413605702,0.9986360420025697,5,False,False,,True,,,label,0,,,b1b3854e860d9100,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,85,Liberty,label,0,2.6046569863792364,2.6046572565733417,0.9963955173521449,5,False,False,,True,,,label,0,,,ce20ab84270640b1,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,86,Liberty,label,0,1.6658861356512522,1.665885439454394,0.9990740951084884,5,False,False,,True,,,label,0,,,da0d9dddb434135b,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,87,Liberty,label,0,2.487150180351834,2.4871504468797987,0.9978190276991549,5,False,False,,True,,,label,0,,,119473ab47a18690,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,88,Liberty,label,0,1.7918710088833776,1.7918692530073501,0.9987251916103317,5,False,False,,True,,,label,0,,,0b2ffc0615e5d071,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,89,Liberty,label,0,1.7038097162589843,1.7038081346270804,0.99907718673759,5,False,False,,True,,,label,0,,,51e5131d1ecdf088,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,90,Liberty,label,0,2.1724069644413615,2.172406281278906,0.9984283477654174,5,False,False,,True,,,label,0,,,a360e93e7fa1d757,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,91,Liberty,label,0,3.0551309378263602,3.0551321323506686,0.9950985519126996,5,False,False,,True,,,label,0,,,704961020f5ea07d,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,92,Liberty,label,0,1.862278299812572,1.862276688975678,0.9989862254493462,5,False,False,,True,,,label,0,,,8fd2dde7d322fcd7,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,93,Liberty,label,0,1.9907906459686349,1.9907896685750914,0.9980823969506724,5,False,False,,True,,,label,0,,,2da496a5ce96df9d,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,94,Liberty,label,0,1.716603276812881,1.7166024467456513,0.9987176400914826,5,False,False,,True,,,label,0,,,9493b30ead7f5a0f,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,95,Liberty,label,0,2.076422410913117,2.076421305382644,0.9988833356984445,5,False,False,,True,,,label,0,,,1a684fcadd9e89cf,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,96,Liberty,label,0,2.084352184788769,2.0843509882889935,0.9984652999433954,5,False,False,,True,,,label,0,,,752a1c71fc01a52e,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,97,Liberty,label,0,1.772067356654794,1.7720660845040497,0.9993202789909899,5,False,False,,True,,,label,0,,,78236a325230bb93,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,98,Liberty,label,0,2.2678533314222533,2.267852969897539,0.9984453135824092,5,False,False,,True,,,label,0,,,24d9d1d954c03c7a,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,99,Liberty,label,0,2.128221526428797,2.1282211315846973,0.9980437672932949,5,False,False,,True,,,label,0,,,18987dfee8219602,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,100,Liberty,label,0,2.0675566821157916,2.0675561760670242,0.9983202102304805,5,False,False,,True,,,label,0,,,cb73f032e5c256e6,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,101,Social Norms,label,0,1.8548762830896366,1.8548755784234652,0.9990322558763748,5,False,False,,True,,,label,0,,,d73b029f99fc7b91,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,102,Social Norms,label,0,1.5190287966040004,1.5190277410391575,0.9988682955883657,5,False,False,,True,,,label,0,,,c7662e365cd22eec,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,103,Social Norms,label,0,1.7218504741565983,1.721849176736932,0.9986632593334418,5,False,False,,True,,,label,0,,,aee8740edc980e2d,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,104,Social Norms,label,0,1.6956018226333367,1.6955985296084826,0.9988232017679372,5,False,False,,True,,,label,0,,,ae37a93ce11002ed,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,105,Social Norms,label,0,1.5819375076072815,1.5819362167900761,0.9978025558152714,5,False,False,,True,,,label,0,,,594111d68b18945e,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,106,Social Norms,label,0,1.7679441244996492,1.7679432593222335,0.9988073582796185,5,False,False,,True,,,label,0,,,2fdb8be96f275ac2,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,107,Social Norms,label,0,1.7528045543855455,1.7528033037746653,0.9987472342976429,5,False,False,,True,,,label,0,,,24edf6f925d94f05,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,108,Social Norms,label,0,1.6961787906829453,1.6961783306927911,0.99891524701213,5,False,False,,True,,,label,0,,,27715cd283df48a0,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,109,Social Norms,label,0,1.8385721753168476,1.8385713000161548,0.9992056740960001,5,False,False,,True,,,label,0,,,dcfc113a808c1bdb,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,110,Social Norms,label,0,1.5038967529558769,1.5038942776263597,0.9989093329277483,5,False,False,,True,,,label,0,,,f1c0bc960d5937e3,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,111,Social Norms,label,0,1.3978474562032845,1.3978464273983993,0.9993645105859971,5,False,False,,True,,,label,0,,,89c0909c0739fffa,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,112,Social Norms,label,0,1.897618958042942,1.8976177350769088,0.9989808403474295,5,False,False,,True,,,label,0,,,8dfc7fd7354cb2e9,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,113,Social Norms,label,0,1.5669643303100214,1.566963472345457,0.9993862746766672,5,False,False,,True,,,label,0,,,b3482461ba269d3e,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,114,Social Norms,label,0,1.5695333098718875,1.5695319951925668,0.9995306101916546,5,False,False,,True,,,label,0,,,f60f43d43dc45aa2,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,115,Social Norms,label,0,1.8063094066634084,1.8063085969432189,0.9981271691069692,5,False,False,,True,,,label,0,,,db10559161b3c6fc,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,116,Social Norms,label,0,1.578006341013046,1.5780052384515342,0.9995200639803183,5,False,False,,True,,,label,0,,,20d4044e0980b5e9,
Qwen/Qwen2.5-0.5B-Instruct,7ae557604adf67be50417f59c2c2f167def9a775,v2,1,Care,string_line,0,1.8068163306469218,1.8319212986928657,0.9893976188590149,5,False,False,,True,,,line,0,,,add09e54f847dca8,
