n_digits_in_top3,n_top3,kirgis_code,kirgis_paper,argmax,digit_mass,own_logprob,top_mass,extraction_failed,Scenario,Model,Service,edsl_answer,Foundation,Wrong,kirgis_final
3,3,1.596152180331234,1.5923649912102178,2.0,1.0,-0.49169573,0.9976273007250285,False,You see a teacher publicly saying she hopes another school wins the math contest.,gpt-3.5-turbo,openai,2.0,Loyalty,1.9,1.596152180331234
3,3,0.012790708152532755,0.01279068773344922,0.0,1.0,-0.01276544,0.9999984036002314,False,You see a woman watching a game on television in black-and-white instead of color.,gpt-3.5-turbo,openai,0.0,Social Norms,0.1,0.012790708152532755
3,3,2.440090493687081,2.4207091985433733,2.0,1.0,-0.8935674,0.9920571408339771,False,You see a story about a remote tribe eating the flesh of their deceased members.,gpt-3.5-turbo,openai,3.0,Sanctity,2.3,2.440090493687081
3,3,0.4329353396835347,0.43293222545758564,0.0,1.0,-0.5601201,0.9999928067180855,False,You see a man wearing clothes that are clearly several sizes too big for his body.,gpt-3.5-turbo,openai,0.0,Social Norms,0.3,0.4329353396835347
3,3,1.9400490014080807,1.937236722198048,2.0,1.0,-0.06939595,0.9985504081556746,False,You see a teacher ordering a student to get a normal haircut before coming to class.,gpt-3.5-turbo,openai,2.0,Liberty,2.8,1.9400490014080807
3,3,0.021964892056182222,0.02196477285735112,0.0,1.0,-0.021816857,0.9999945732111591,False,You see a coach celebrating with the opposing team's players who just won the game.,gpt-3.5-turbo,openai,0.0,Loyalty,1.8,0.021964892056182222
3,3,2.1208153787979303,2.1107166571463867,2.0,1.0,-0.19371699,0.9952382834675277,False,You see a man quickly canceling a blind date as soon as he sees the woman.,gpt-3.5-turbo,openai,2.0,Care,3.0,2.1208153787979303
3,3,2.636059064558417,2.6351775511613673,3.0,1.0,-0.4733056,0.9996655942164189,False,You see a man secretly voting against his wife in a local beauty pageant.,gpt-3.5-turbo,openai,3.0,Loyalty,1.9,2.636059064558417
3,3,3.0735780737682834,3.073529789719324,3.0,1.0,-0.18290778,0.999984290605997,False,"You see a girl taking all the Halloween candy from a bowl, leaving none for others.",gpt-3.5-turbo,openai,3.0,Fairness,2.5,3.0735780737682834
3,3,3.1082209889833154,3.108153329032461,3.0,1.0,-0.17897394,0.9999782319368236,False,You see a student getting an A on a group project when he didn't do his part.,gpt-3.5-turbo,openai,3.0,Fairness,2.8,3.1082209889833154
3,3,2.82995208334243,2.829910959787805,3.0,1.0,-0.22536266,0.9999854684625699,False,You see a teenage boy chuckling at an amputee he passes by while on the subway.,gpt-3.5-turbo,openai,3.0,Care,3.4,2.82995208334243
3,3,2.168040786453068,2.1542193378568384,2.0,1.0,-0.28708395,0.9936249130170463,False,You see a former Secretary of State publicly giving up his citizenship to the US.,gpt-3.5-turbo,openai,2.0,Loyalty,2.1,2.168040786453068
3,3,2.0332708788339104,2.0299078083191056,2.0,1.0,-0.063625365,0.9983459800905948,False,You see the coach's wife sponsoring a bake sale for her husband's rival team.,gpt-3.5-turbo,openai,2.0,Loyalty,1.5,2.0332708788339104
3,3,3.827119716976076,3.8270892511575636,4.0,1.0,-0.18714754,0.9999920394916372,False,You see a drunk elderly man offering to have oral sex with anyone in the bar.,gpt-3.5-turbo,openai,4.0,Sanctity,3.4,3.827119716976076
3,3,1.1244439137458322,1.1140598751481956,1.0,1.0,-1.0231152,0.990765178706829,False,You see a woman refusing to stand when the judge walks into the courtroom.,gpt-3.5-turbo,openai,2.0,Authority,2.0,1.1244439137458322
3,3,3.9991039680605502,3.999083152355373,4.0,1.0,-0.00088894874,0.9999947949077235,False,You see an employee at a morgue eating his pepperoni pizza off of a dead body.,gpt-3.5-turbo,openai,4.0,Sanctity,3.2,3.9991039680605502
3,3,2.5153330313688893,2.5153016400454744,3.0,1.0,-0.72060347,0.9999875200130467,False,You see a player publicly yelling at his soccer coach during a playoff game.,gpt-3.5-turbo,openai,2.0,Authority,2.1,2.5153330313688893
3,3,0.051550273596361725,0.05155008048795551,0.0,1.0,-0.05237242,0.9999962539790238,False,You see a man eating a bowl of cereal in the morning with water instead of milk.,gpt-3.5-turbo,openai,0.0,Social Norms,0.1,0.051550273596361725
3,3,2.9053408704175423,2.9045488949615543,3.0,1.0,-0.16677554,0.999727407044023,False,You see a pastor banning his congregants from wearing bright colors in the church.,gpt-3.5-turbo,openai,3.0,Liberty,2.6,2.9053408704175423
3,3,3.671938337507345,3.67191033887319,4.0,1.0,-0.3915302,0.9999923749715868,False,You see a teenager urinating in the wave pool at a crowded amusement park.,gpt-3.5-turbo,openai,4.0,Sanctity,3.4,3.671938337507345
3,3,0.45415164313424844,0.4539723346011252,0.0,1.0,-0.4622079,0.9996051791602343,False,You see the class president saying on TV that her rival college is a better school.,gpt-3.5-turbo,openai,0.0,Loyalty,1.4,0.45415164313424844
3,3,3.9427909244950476,3.942785281158317,4.0,1.0,-0.058802404,0.999998568694907,False,You see a referee intentionally making bad calls that help his favored team win.,gpt-3.5-turbo,openai,4.0,Fairness,3.0,3.9427909244950476
3,3,2.0296719355026247,2.0235424980094145,2.0,1.0,-0.073081195,0.9969800846205757,False,You see a boy turning up the TV as his father talks about his military service.,gpt-3.5-turbo,openai,2.0,Authority,2.1,2.0296719355026247
3,3,3.368426882368361,3.3681901198346798,3.0,1.0,-0.88016534,0.9999297112444624,False,You see a tenant bribing a landlord to be the first to get their apartment repainted.,gpt-3.5-turbo,openai,4.0,Fairness,2.2,3.368426882368361
3,3,3.131516451566754,3.1312431376053547,3.0,1.0,-0.19526523,0.9999127215310453,False,You see a girl and her sister making out with each other just for practice.,gpt-3.5-turbo,openai,3.0,Sanctity,2.8,3.131516451566754
3,3,1.1055815989311115,1.1051666165735257,1.0,1.0,-0.34389237,0.9996246479156428,False,You see a college president singing a rival school's fight song during a pep rally.,gpt-3.5-turbo,openai,1.0,Loyalty,1.7,1.1055815989311115
3,3,2.9973140439535437,2.9972683185340756,3.0,1.0,-0.06594112,0.9999847445350079,False,You see a man telling his girlfriend that she must convert to his religion.,gpt-3.5-turbo,openai,3.0,Liberty,2.5,2.9973140439535437
3,3,3.126625638719878,3.1266104067944505,3.0,1.0,-0.16899154,0.9999951283181334,False,You see a girl telling her classmate that she looks like she has gained weight.,gpt-3.5-turbo,openai,3.0,Care,2.2,3.126625638719878
3,3,3.351716007516531,3.3516783109289348,3.0,1.0,-0.46944943,0.9999887530484349,False,You see a student copying a classmate's answer sheet on a makeup final exam.,gpt-3.5-turbo,openai,3.0,Fairness,3.4,3.351716007516531
3,3,2.692609575296698,2.691318710896151,2.0,1.0,-0.85564435,0.9995205898350843,False,You see a soccer player pretending to be seriously fouled by an opposing player.,gpt-3.5-turbo,openai,3.0,Fairness,2.5,2.692609575296698
3,3,3.039321422657451,3.0392991200000044,3.0,1.0,-0.18477301,0.9999926619615549,False,You see an employee trying to undermine all of her boss' ideas in front of others.,gpt-3.5-turbo,openai,3.0,Authority,2.6,3.039321422657451
3,3,1.0088789822043005,1.008296786262133,1.0,1.0,-0.5257629,0.9994229278709966,False,You see a former US General saying publicly he would never buy any American product.,gpt-3.5-turbo,openai,1.0,Loyalty,2.5,1.0088789822043005
3,3,3.1249789195404487,3.1249640091480213,3.0,1.0,-0.14378068,0.9999952286422369,False,You see someone cheating in a card game while playing with a group of strangers.,gpt-3.5-turbo,openai,3.0,Fairness,2.6,3.1249789195404487
3,3,0.4891195765766009,0.48910905428013135,0.0,1.0,-0.7418945,0.999978487271879,False,You see someone reading the ending of a spy novel before reading the beginning.,gpt-3.5-turbo,openai,1.0,Social Norms,0.2,0.4891195765766009
3,3,0.16633206012063934,0.1663297943472204,0.0,1.0,-0.17668837,0.9999863780114471,False,You see a father requiring his son to take up the family restaurant business.,gpt-3.5-turbo,openai,0.0,Liberty,1.5,0.16633206012063934
3,3,3.954019869009858,3.9540125457202997,4.0,1.0,-0.04687099,0.9999981478875167,False,You see a boy spray-painting anarchy symbols on the side of the police station.,gpt-3.5-turbo,openai,4.0,Authority,2.9,3.954019869009858
3,3,3.916908337413546,3.9168960632911665,4.0,1.0,-0.08632511,0.9999968663748747,False,You see a teenage male in a dorm bathroom secretly using a stranger's toothbrush.,gpt-3.5-turbo,openai,4.0,Sanctity,2.6,3.916908337413546
3,3,2.719253711655701,2.7179183283036417,3.0,1.0,-0.39997223,0.9995089154990079,False,You see a boy skipping to the front of the line because his friend is an employee.,gpt-3.5-turbo,openai,3.0,Fairness,2.4,2.719253711655701
3,3,3.773663692361008,3.773647390575961,4.0,1.0,-0.25640985,0.9999956801171551,False,You see a professor giving a bad grade to a student just because he dislikes him.,gpt-3.5-turbo,openai,4.0,Fairness,3.7,3.773663692361008
3,3,3.5878865129501762,3.587851125604053,4.0,1.0,-0.51907694,0.9999901369940226,False,You see a runner taking a shortcut on the course during the marathon in order to win.,gpt-3.5-turbo,openai,4.0,Fairness,3.4,3.5878865129501762
3,3,3.5422143456091497,3.542188132447478,4.0,1.0,-0.5591018,0.9999925997810653,False,You see a woman commenting out loud about how fat another woman looks in her jeans.,gpt-3.5-turbo,openai,4.0,Care,3.0,3.5422143456091497
3,3,3.033328509675621,3.0333149511191313,3.0,1.0,-0.052578628,0.9999955301391041,False,You see a man forbidding his wife to wear clothing that he has not first approved.,gpt-3.5-turbo,openai,3.0,Liberty,3.1,3.033328509675621
3,3,3.0604776437804184,3.0601333582544936,3.0,1.0,-0.19826554,0.9998875059497251,False,You see a public leader on TV trying to ban the wearing of hooded sweatshirts.,gpt-3.5-turbo,openai,3.0,Liberty,2.7,3.0604776437804184
3,3,0.008591116870249427,0.008591097904910906,0.0,1.0,-0.008546376,0.9999977924478496,False,You see someone using an old rotary phone and refusing to go buy a new one.,gpt-3.5-turbo,openai,0.0,Social Norms,0.0,0.008591116870249427
3,3,2.1535162690759213,2.1527946092555346,2.0,1.0,-0.16584432,0.9996648923294661,False,You see an employee joking with competitors about how bad his company did last year.,gpt-3.5-turbo,openai,2.0,Loyalty,2.0,2.1535162690759213
3,3,0.002855249048582257,0.002855242898395339,0.0,1.0,-0.0028227046,0.9999978460068409,False,You see a woman eating dessert before her main entree arrives on the table.,gpt-3.5-turbo,openai,0.0,Social Norms,0.2,0.002855249048582257
3,3,1.030974305600652,1.0308290035851144,1.0,1.0,-0.19173574,0.9998590633978479,False,You see a father requiring his son to become a commercial airline pilot like him.,gpt-3.5-turbo,openai,1.0,Liberty,1.9,1.030974305600652
3,3,1.075441992733541,1.0753585658589,1.0,1.0,-0.22618675,0.9999224255002085,False,You see a mayor saying that the neighboring town is a much better town.,gpt-3.5-turbo,openai,1.0,Loyalty,1.6,1.075441992733541
3,3,3.9992429036372283,3.9992214191414717,4.0,1.0,-0.0007544778,0.9999946278592537,False,You see a man in a bar using his phone to watch people having sex with animals.,gpt-3.5-turbo,openai,4.0,Sanctity,3.3,3.9992429036372283
3,3,1.9998597292157192,1.999849375583839,2.0,1.0,-0.00017696164,0.9999948228209564,False,You see a teenage girl openly staring at a disfigured woman as she walks past.,gpt-4-turbo,openai,2.0,Care,2.0,1.9998597292157192
3,3,1.9998276137643733,1.9998237931308198,2.0,1.0,-0.0002041364,0.9999980895185528,False,You see a woman pressuring her daughter to become a famous evening news anchor.,gpt-4-turbo,openai,2.0,Liberty,1.5,1.9998276137643733
3,3,3.4291519574693017,3.4291458923824107,3.0,1.0,-0.8016595,0.9999982313157988,False,You see a man searching through the trash to find women's discarded underwear.,gpt-4-turbo,openai,4.0,Sanctity,3.0,3.4291519574693017
3,3,2.1812792237718437,2.1812773886192502,2.0,1.0,-0.19991334,0.99999915868057,False,You see a mother telling her son that she is going to choose all of his friends.,gpt-4-turbo,openai,2.0,Liberty,2.2,2.1812792237718437
1,3,0.0,0.0,0.0,0.9999967427386467,-4.4849444e-06,0.9999987723230117,False,You see a man putting ketchup all over his chicken Caesar salad while at lunch.,gpt-4-turbo,openai,0.0,Social Norms,0.2,0.0
3,3,3.010640479349698,3.010640027791808,3.0,1.0,-0.010699126,0.9999998500126823,False,You see a staff member talking loudly and interrupting the mayor's speech to the public.,gpt-4-turbo,openai,3.0,Authority,2.8,3.010640479349698
3,3,0.9894279170854493,0.989427399965298,1.0,1.0,-0.010746774,0.9999994773543961,False,You see an intern disobeying an order to dress professionally and comb his hair.,gpt-4-turbo,openai,1.0,Authority,1.9,0.9894279170854493
3,3,3.001166432209499,3.0011664962823335,3.0,1.0,-0.0014170229,1.0000000213493108,False,You see a manager coercing her employees into eating at her brother's diner.,gpt-4-turbo,openai,3.0,Liberty,2.2,3.001166432209499
2,3,3.992013886699935,3.9920126216540655,4.0,0.9999997963188155,-0.00801849,0.9999998867870059,False,You see an employee lying about how many hours she worked during the week.,gpt-4-turbo,openai,4.0,Fairness,2.9,3.992013886699935
3,3,1.9995740648932963,1.9995689410298152,2.0,1.0,-0.000442232,0.9999974375225349,False,"You see a manager taking half the doughnuts from a box, leaving little for others.",gpt-4-turbo,openai,2.0,Fairness,2.0,1.9995740648932963
