foundation,perm,status,R_median,R_q2.5,R_q97.5
Authority,51,ok,0.005430471795794842,9.454868287106136e-06,0.04459037369110024
Authority,52,ok,0.001794640077251037,3.742070571751703e-06,0.0214992624388729
Authority,53,ok,0.0018628746469968069,5.0549707701408975e-06,0.02104545896312789
Authority,54,ok,0.003194370040421243,7.020706220854872e-06,0.03212435683608154
Authority,55,ok,0.0024504528338496327,5.611489783184594e-06,0.025952982407722987
Authority,56,ok,0.0014236831460300078,2.256650949772061e-06,0.016809202876500094
Authority,57,ok,0.003414837778349212,6.9040886121631465e-06,0.03474360213794857
Authority,58,ok,0.0018583516039274825,4.096773110121426e-06,0.019937077855050795
Authority,59,ok,0.001880916623885193,4.230219110859602e-06,0.02264393489302665
Authority,60,ok,0.0024348370076817715,5.8255056185961064e-06,0.02755109897880624
Authority,61,ok,0.002043800794562534,3.5917166141976536e-06,0.0218483977180593
Authority,62,ok,0.0022319801747336227,4.630563769206312e-06,0.026126544475556603
Authority,63,ok,0.001596910891481955,3.8224677928512405e-06,0.01737657655556789
Authority,64,ok,0.0024696565169242753,3.098731625149976e-06,0.025037298381545357
Authority,65,ok,0.0012563961376708891,2.497349646609521e-06,0.01650152880345231
Authority,66,ok,0.004209405310377434,7.790989890921946e-06,0.0405934806626819
Authority,67,ok,0.006864779302517312,2.308163387011692e-05,0.0529226755569865
Authority,68,ok,0.0018916230821295764,4.395925360492048e-06,0.021749665361221103
Authority,69,ok,0.017554071406558,6.220122346357068e-05,0.08360352765474044
Authority,70,ok,0.001811614751071021,4.497401248024879e-06,0.021510983541169027
Authority,71,ok,0.0025922654795538036,7.830785755819671e-06,0.02729937109617327
Authority,72,ok,0.0027622478725235133,5.002330674570232e-06,0.02771290728097305
Authority,73,ok,0.0014082110293919905,2.7424253555826557e-06,0.017216076737370734
Authority,74,ok,0.0012993477294781807,2.796157214852349e-06,0.01562694032732579
Authority,75,ok,0.001863860555421194,5.180656266289637e-06,0.02257777336718932
Authority,76,ok,0.0014642771373480066,2.3054336740127232e-06,0.017488564749450562
Authority,77,ok,0.004227928818994657,1.0229317028653804e-05,0.03955818833078177
Authority,78,ok,0.001937432078822702,3.844472094125316e-06,0.023573833011730258
Authority,79,ok,0.0014703232717261138,2.3881284178532914e-06,0.017008876392788336
Authority,80,ok,0.001317117412666296,3.870924043375033e-06,0.017087192789132125
Authority,81,ok,0.0014383261463831979,3.321255851610482e-06,0.017373590718855827
Authority,82,ok,0.005455088217050397,1.9638788846181997e-05,0.04951835083472109
Authority,83,ok,0.006755159737611032,1.9861182177373276e-05,0.05256029287177397
Authority,84,ok,0.0015823558975941203,3.4742800880155546e-06,0.01837155867975036
Authority,85,ok,0.0016395053632719749,4.868762298971412e-06,0.01948829794146364
Authority,86,ok,0.0015942508541278606,3.027072920422034e-06,0.01957535091508615
Authority,87,ok,0.0027387844753346043,3.7069373946579688e-06,0.030871602732637157
Authority,88,ok,0.00192090172100572,3.628616942321373e-06,0.020761251289635196
Authority,89,ok,0.002104850443014906,5.902600396104873e-06,0.024502039805662672
Authority,90,ok,0.0027366486103611648,3.565029143306507e-06,0.03049965729785428
Authority,91,ok,0.002056685199170876,3.972846182755305e-06,0.02357316616886838
Authority,92,ok,0.00227558881566924,4.403489340471568e-06,0.026009933300762657
Authority,93,ok,0.0033280065194816254,4.882595962627053e-06,0.033137993371564006
Authority,94,ok,0.001825973410891109,3.290455172043362e-06,0.020994318833322638
Authority,95,ok,0.0015676345223621505,3.894806010994191e-06,0.01836057039437036
Authority,96,ok,0.0022439376586121797,6.568646402898718e-06,0.02525703400109028
Authority,97,ok,0.0016450731558927674,4.2550739163255545e-06,0.017963517265863507
Authority,98,ok,0.0017043938477222433,2.333614729495686e-06,0.021348401815421823
Authority,99,ok,0.0017375847180225545,3.87127589494689e-06,0.01985681189083497
Care,0,ok,0.0020766810255367077,4.752311321551177e-06,0.023140249652603775
Care,1,ok,0.0016473749942283007,5.469447164498573e-06,0.018382585931029632
Care,2,ok,0.0022518335572734678,7.880883827238193e-06,0.024330000111214948
Care,3,ok,0.001404582226507601,3.121932162388322e-06,0.014886652944165014
Care,4,ok,0.0014464863860123058,2.3196040008552016e-06,0.018638325364986944
Care,5,ok,0.0020371222167676465,3.42981379888954e-06,0.02406099755615793
Care,6,ok,0.001544028369087869,3.768892289978444e-06,0.01779308170986681
Care,7,ok,0.001356776922173006,2.620356110476628e-06,0.016017781469950542
Care,8,ok,0.0012786822578668966,3.306100371864504e-06,0.016499254249156554
Care,9,ok,0.0013778504957785826,1.9358359948198564e-06,0.015563082678617042
Care,10,ok,0.001508508967270147,2.6210824783992993e-06,0.01748150562886529
Care,11,ok,0.0014746209252142495,2.0900947521871796e-06,0.01813357566416721
Care,12,ok,0.001963254623251225,6.089702201851007e-06,0.021133626017455807
Care,13,ok,0.0021719101923757932,3.510019929085392e-06,0.02538511025204148
Care,14,ok,0.0011965710784096564,2.1350556742398433e-06,0.014266665574073877
Care,15,ok,0.0014191374538269433,3.4245032287552123e-06,0.017322098484056702
Care,16,ok,0.0012576952174995094,4.198543450259911e-06,0.013928911947084658
Care,17,ok,0.001257017323426639,4.320117691297855e-06,0.015033067591995929
Care,18,ok,0.0016410630827434114,3.804432188451739e-06,0.019117112207706947
Care,19,ok,0.0016487187756830564,3.5104362549283056e-06,0.01932796459972172
Care,20,ok,0.0014017076276120492,1.9907819116358653e-06,0.017542614769342813
Care,21,ok,0.0016646333431980778,5.7382715231825965e-06,0.020677610785322903
Care,22,ok,0.0012306340024791215,2.3067459764743844e-06,0.015527295846538256
Care,23,ok,0.0015434821331873803,3.2623280738065454e-06,0.020003884481733764
Care,24,ok,0.0011426825605759723,2.546675259685059e-06,0.013433408183522011
Care,25,ok,0.0023869033819013752,9.20941387492598e-06,0.027203470776910068
Care,26,ok,0.0013976031232730219,3.398324723907287e-06,0.016830990693874084
Care,27,ok,0.0014478069317376107,2.8834117358942115e-06,0.015589924200905079
Care,28,ok,0.0015705013497638231,2.295310859365551e-06,0.019101666857039998
Care,29,ok,0.0012858148245219736,3.894755934026248e-06,0.01594508909754396
Care,30,ok,0.0015146660211534275,3.7960255541490963e-06,0.01879672039174837
Care,31,ok,0.0015363107121391158,4.733189023123193e-06,0.017535990361872218
Care,32,ok,0.0013874499306257594,2.151584333157631e-06,0.016671409372150135
Care,33,ok,0.0023316013614048557,6.105494085872798e-06,0.024209889043536294
Care,34,ok,0.0011536005968394785,3.6126251323029897e-06,0.012369900110999359
Care,35,ok,0.0016644316410119905,3.375557367765275e-06,0.019494083617426553
Care,36,ok,0.0020696608629390436,5.3078871922625e-06,0.02368690825726429
Care,37,ok,0.0016849561785594691,3.1489727116895454e-06,0.019052089050638266
Care,38,ok,0.002532904127901127,4.887963916708799e-06,0.027200864932050758
Care,39,ok,0.001425366810328723,2.0753794169204647e-06,0.015564157809457968
Care,40,ok,0.0011996796331751461,3.206361268269774e-06,0.014115807232958551
Care,41,ok,0.0012132445183031376,2.7808793084609217e-06,0.01458401910970182
Care,42,ok,0.0013140926847615524,2.3549145085733115e-06,0.014304123963548616
Care,43,ok,0.001793455222791531,4.206925943429662e-06,0.020188174459915383
Care,44,ok,0.0015212390240436397,4.620425613163147e-06,0.018786346691895082
Care,45,ok,0.0011476379781114759,1.8314109284353237e-06,0.014564681557337587
Care,46,ok,0.0014011640339680453,3.2418641825545674e-06,0.016217997681460056
Care,47,ok,0.0019794101524369424,6.8618859778019485e-06,0.021926637863503802
Care,48,ok,0.0014945878795952995,4.805046869341888e-06,0.01633539979078485
Care,49,ok,0.0014997829081382892,2.633973006710743e-06,0.01682887211364498
Care,50,ok,0.0015980820626776463,3.6901413975041716e-06,0.019041686241538975
Care,51,ok,0.0010650314571907212,2.413336871976106e-06,0.012975048510044478
Care,52,ok,0.0013941291816207528,3.5246638027168623e-06,0.016124555743265892
Care,53,ok,0.001250902179069602,1.3324006034134039e-06,0.014969953889243966
Care,54,ok,0.001606198662446566,6.508259294202723e-06,0.01762177426946063
Care,55,ok,0.0013442389502003075,3.529367024465725e-06,0.016630203047667574
Care,56,ok,0.001185824799410872,2.940307906073959e-06,0.013419547513013648
Care,57,ok,0.0015161882594204711,1.8981555331230898e-06,0.017504253472919
Care,58,ok,0.00117161578603538,3.434851169122109e-06,0.01474713789102465
Care,59,ok,0.0021076540203523873,4.185353193766292e-06,0.02317163119172846
Care,60,ok,0.0018655399192210743,5.884072593220809e-06,0.020961968652773992
Care,61,ok,0.0017523740953802871,5.459409599340105e-06,0.020667396008251366
Care,62,ok,0.0013401106352227987,3.795741163110825e-06,0.016234634166899027
Care,63,ok,0.0014600825140232586,3.3708656308541813e-06,0.016587666961489347
Care,64,ok,0.0022331349308234586,5.418463452908042e-06,0.024226398639219274
Care,65,ok,0.0016954251324497053,5.403233819720122e-06,0.018687247643968972
Care,66,ok,0.0015226607969488113,3.4902724169598e-06,0.01819208948682816
Care,67,ok,0.0013593054780195362,2.396630806494076e-06,0.017141100375638707
Care,68,ok,0.001787228141026356,3.917436413504814e-06,0.019184937151356992
Care,69,ok,0.0018312448514823604,6.546445120048395e-06,0.021406602022573846
Care,70,ok,0.0013465821086726085,3.2699663734881632e-06,0.016050038109307083
Care,71,ok,0.0013605799771802527,3.070270446488626e-06,0.015129180763961612
Care,72,ok,0.0015005209427616521,2.5799648078444578e-06,0.01742510236541663
Care,73,ok,0.0018770830364421335,5.271421595726264e-06,0.020784110088854307
Care,74,ok,0.0015982646509110042,3.7309899585099466e-06,0.01931277083170009
Care,75,ok,0.0019299619307606248,3.986494635443355e-06,0.023471276244079936
Care,76,ok,0.0012717712403828925,3.3293365704820976e-06,0.014754914493338545
Care,77,ok,0.0013887343874855206,2.5775218979785696e-06,0.016212615291741738
Care,78,ok,0.0018635536142467737,3.2796373729091835e-06,0.02095784693510362
Care,79,ok,0.0012450054922189928,4.0848920462161906e-06,0.015085107493483985
Care,80,ok,0.0013957728203634573,2.233329746730138e-06,0.01674474630217841
Care,81,ok,0.0018561716232290619,4.260106627655318e-06,0.019682304973459963
Care,82,ok,0.0016887438269170781,4.647263023762974e-06,0.01861949572897395
Care,83,ok,0.001356261086325331,3.6251983965578904e-06,0.01585269915834038
Care,84,ok,0.0011886759095387643,2.4227902811240087e-06,0.014596019550955222
Care,85,ok,0.0014789166622004072,3.633038131432736e-06,0.017528871078836716
Care,86,ok,0.0012721213774780785,2.674747193953907e-06,0.014109056634478104
Care,87,ok,0.0018794675364070647,2.6864223486970145e-06,0.022028524062726363
Care,88,ok,0.0012641223570428036,2.183486960669434e-06,0.01532927479511052
Care,89,ok,0.0013283181427970483,2.738044310283507e-06,0.01573306091612285
Care,90,ok,0.0014639780688302049,1.7873879622268835e-06,0.01695077443719849
Care,91,ok,0.001267733153280938,1.6549737681270947e-06,0.015097208772463287
Care,92,ok,0.001162789630328293,3.0304277762895207e-06,0.013924116746237208
Care,93,ok,0.0010754555273332408,2.0895624124968893e-06,0.013489889250924425
Care,94,ok,0.001599173089948248,4.6100548238943264e-06,0.017618248064049293
Care,95,ok,0.001769163081396239,3.522612898439751e-06,0.021060578612310525
Care,96,ok,0.001269860662155581,1.4166717796167888e-06,0.015145862650642819
Care,97,ok,0.0014023711507838562,3.633341187195313e-06,0.016678963966421014
Care,98,ok,0.0013765052006822682,2.8326891581814906e-06,0.015838701947018436
Care,99,ok,0.001598924851012362,2.9989457718506205e-06,0.01818759629796222
Fairness,0,ok,0.0011930702026802626,2.2372150471232416e-06,0.014488730296650165
Fairness,1,ok,0.0014873978316368576,3.1104146708191236e-06,0.01828443518052273
Fairness,2,ok,0.0054157322493324795,1.3980209318992012e-05,0.04732530186804986
Fairness,3,ok,0.0018393552335864865,2.9813328583693895e-06,0.02107715856133692
Fairness,4,ok,0.001817780761815626,3.9689894812974685e-06,0.021134554624062364
Fairness,5,ok,0.002395564084053728,6.39036646076282e-06,0.025929602331252913
Fairness,6,ok,0.0022466447329405814,7.280894319199568e-06,0.025815988486758958
Fairness,7,ok,0.002271423392855681,1.0362410299011468e-05,0.02447643111395353
Fairness,8,ok,0.0014150573696819707,3.348659576005981e-06,0.016616129941489338
Fairness,9,ok,0.0020183346926289925,5.367126882200406e-06,0.02257160673977006
Fairness,10,ok,0.0021982646306808124,6.4401916997363734e-06,0.023786908435240287
Fairness,11,ok,0.0012877637980679836,1.8726535425466246e-06,0.01640844248298847
Fairness,12,ok,0.0033990931095846146,8.366593589917626e-06,0.0337649414518122
Fairness,13,ok,0.0014185161556587121,2.732287583141815e-06,0.016625992908086834
Fairness,14,ok,0.0023382712163561945,5.020099857990233e-06,0.026631821537289855
Fairness,15,ok,0.0017544733892225284,4.344989836616439e-06,0.021346649292439807
Fairness,16,ok,0.003156390688821528,2.385713475402213e-06,0.03324833379699222
Fairness,17,ok,0.0016556653177383007,3.8649545589979056e-06,0.01934238181852656
Fairness,18,ok,0.0022867527086566086,7.964624983446367e-06,0.02491820136165669
Fairness,19,ok,0.0015318308965577819,3.6090423175934996e-06,0.01985237602953146
Fairness,20,ok,0.0013621061723426454,3.184557978442292e-06,0.015952928073349533
Fairness,21,ok,0.0018247658519810798,4.4394381111486095e-06,0.02220001809592935
Fairness,22,ok,0.0018684769367985393,3.075816289181993e-06,0.01752081219362748
Fairness,23,ok,0.0018051149944411553,5.096645269335972e-06,0.019120248641162123
Fairness,24,ok,0.0014206567578912612,3.215244691423712e-06,0.01667189476356803
Fairness,25,ok,0.0019411398427255707,3.3155608663219443e-06,0.025090915074751717
Fairness,26,ok,0.0020825307804966447,6.842139606661515e-06,0.02326837243240426
Fairness,27,ok,0.0025004055551412284,7.00820556802053e-06,0.027392337734525284
Fairness,28,ok,0.0021222036100311597,5.4352706434459025e-06,0.02293461864724904
Fairness,29,ok,0.0015444402053733102,2.67208020382e-06,0.018059119554154048
Fairness,30,ok,0.00198342488516523,3.896744877006751e-06,0.02262203947702351
Fairness,31,ok,0.0017594384030541893,4.013034885184163e-06,0.02049346771427788
Fairness,32,ok,0.00127573311773869,3.743667102815243e-06,0.015769504267868405
Fairness,33,ok,0.009030722525385816,2.0617740752907323e-05,0.064090304685871
Fairness,34,ok,0.003694065983922675,1.0388534475978598e-05,0.03595720854943591
Fairness,35,ok,0.001619443754836524,2.9923191204927526e-06,0.020084208663518517
Fairness,36,ok,0.0010903452608613273,2.8879850057684417e-06,0.013106258009642852
Fairness,37,ok,0.0016893981887862574,3.49631162845899e-06,0.019752494982753825
Fairness,38,ok,0.0013205906520958638,2.680605608230302e-06,0.015648865325491083
Fairness,39,ok,0.0024118200660899337,5.652728796292612e-06,0.025033753400336888
Fairness,40,ok,0.002857318393356353,9.666925656680414e-06,0.029595193497597476
Fairness,41,ok,0.0016826065014395133,3.2437418802838927e-06,0.019240253489141358
Fairness,42,ok,0.0023546421534846526,5.793698121425967e-06,0.025565347162437087
Fairness,43,ok,0.0017808826282067266,3.1787820781552234e-06,0.018868341110799942
Fairness,44,ok,0.0038837425940789383,7.473735965917261e-06,0.038010266413292686
Fairness,45,ok,0.001249552435827664,2.1425786056814438e-06,0.01487092104732771
Fairness,46,ok,0.002361555559102715,2.7776832793350232e-06,0.027065621885437912
Fairness,47,ok,0.0016702284168902157,3.804118961202329e-06,0.019116418655676957
Fairness,48,ok,0.0014190573236253078,3.0610111083688084e-06,0.018636318004265025
Fairness,49,ok,0.002887554614420403,4.986604606006888e-06,0.030155530711846422
Fairness,50,ok,0.0017229465707634946,3.83713377638804e-06,0.02072908361351426
Fairness,51,ok,0.001794815054067212,3.850023825697363e-06,0.02092534127591617
Fairness,52,ok,0.0033494322594770287,6.023951730661336e-06,0.033709370393608204
Fairness,53,ok,0.0032602902197421267,6.207481381508154e-06,0.03384587150206273
Fairness,54,ok,0.0012617337668952137,3.6326850409644634e-06,0.015075852720991056
Fairness,55,ok,0.0025948216043015808,6.461225098050015e-06,0.027099527843137
Fairness,56,ok,0.0024319560121057104,4.674782956550554e-06,0.027262232127257452
Fairness,57,ok,0.0017122080555882807,4.503623322618767e-06,0.01919919438881253
Fairness,58,ok,0.003177189043661888,5.926159289015756e-06,0.03359074248736985
Fairness,59,ok,0.004451389945189254,5.882957074309209e-06,0.03785080889951421
Fairness,60,ok,0.0018477006680514931,6.336764802338709e-06,0.020011557717861055
Fairness,61,ok,0.0031377356196722016,5.963971075205446e-06,0.032213626128546224
Fairness,62,ok,0.0025679388383694195,7.5755897697298065e-06,0.027820125804538857
Fairness,63,ok,0.0014477515898760568,2.499863682845108e-06,0.017062939800516822
Fairness,64,ok,0.0013824233355279832,2.989506904629737e-06,0.016561934653722087
Fairness,65,ok,0.0013334413853596122,2.2777189132583007e-06,0.015350769595977722
Fairness,66,ok,0.00130041221344428,3.3477282242978503e-06,0.015804513959771446
Fairness,67,ok,0.0035267066356136937,5.670535505745466e-06,0.038323713685485
Fairness,68,ok,0.001264511449359183,3.427372152024126e-06,0.016387604957046116
Fairness,69,ok,0.0012474562746748838,3.005745312085037e-06,0.015202059889782502
Fairness,70,ok,0.0016201183811623502,4.580588243455566e-06,0.017845430867859485
Fairness,71,ok,0.0017103218818444838,3.5785562470288835e-06,0.020295300488789903
Fairness,72,ok,0.001458676297122039,3.0715514650110753e-06,0.017296627798657288
Fairness,73,ok,0.002084903311277554,3.436155451027079e-06,0.023750946574320822
Fairness,74,ok,0.0012883173078461004,3.307151821878227e-06,0.0144050941244082
Fairness,75,ok,0.0018863759787589428,4.293457510170391e-06,0.021282891378825577
Fairness,76,ok,0.002230709784289249,7.328303936838652e-06,0.02427102758551364
Fairness,77,ok,0.0013550726431742445,2.210250348487171e-06,0.015878480308448184
Fairness,78,ok,0.0017281914344004594,2.9056800649597486e-06,0.02034263074142168
Fairness,79,ok,0.001978407451170982,5.758521091900699e-06,0.020304766448332342
Fairness,80,ok,0.0014275878688760671,2.817617706306784e-06,0.017958887143780945
Fairness,81,ok,0.00406969195145056,7.55170360444856e-06,0.03657586192057755
Fairness,82,ok,0.0034122698157405583,7.179190741732058e-06,0.03243986886035344
Fairness,83,ok,0.0014343151170006566,4.351603895786529e-06,0.016156169212791734
Fairness,84,ok,0.003036282957440773,4.25383505516569e-06,0.029989572744249942
Fairness,85,ok,0.001425289069903836,4.021890222230016e-06,0.017760240057076413
Fairness,86,ok,0.002087678404778792,3.7325486638008814e-06,0.023538637818838155
Fairness,87,ok,0.0019468288712709168,3.5123773317646235e-06,0.021355853645542752
Fairness,88,ok,0.006506637592405107,1.184931932936487e-05,0.050540557570722636
Fairness,89,ok,0.0033148769975843264,1.122899940861921e-05,0.034323360006925714
Fairness,90,ok,0.001515885607034567,2.6521893635966884e-06,0.01788249474866336
Fairness,91,ok,0.0012902715305738268,2.8063865725717963e-06,0.015435010313567839
Fairness,92,ok,0.0012974386804321515,2.663819228765603e-06,0.0164718278669475
Fairness,93,ok,0.00149278021521747,3.3843529034837144e-06,0.017871279169154836
Fairness,94,ok,0.0021287357686964187,4.302848984446737e-06,0.025193041507519193
Fairness,95,ok,0.0014626140624254408,1.5618899783437763e-06,0.01727460862438704
Fairness,96,ok,0.0015391714408162108,3.5046343454904666e-06,0.018114058189047516
Fairness,97,ok,0.0030947892914607853,5.895606461782341e-06,0.029471923283437437
Fairness,98,ok,0.0012628955056485265,2.770221223584093e-06,0.015951456770812177
Fairness,99,ok,0.0017112859474008024,3.355539469098026e-06,0.018699198671301015
Liberty,0,ok,0.001317914122773879,2.91342709895054e-06,0.015796917023751966
Liberty,1,ok,0.00151680524944782,3.852689946073833e-06,0.015931893941068094
Liberty,2,ok,0.002390467783042782,5.981744788184804e-06,0.023852074477967777
Liberty,3,ok,0.0011849503934706956,2.2152003070448135e-06,0.013617867038379361
Liberty,4,ok,0.0013140805634473099,2.5860806176971636e-06,0.014021731620842312
Liberty,5,ok,0.0015845594913063412,2.3383827228796697e-06,0.017435337050234173
Liberty,6,ok,0.001602989690726293,3.187867846342992e-06,0.01829640148042198
Liberty,7,ok,0.0014294343509234212,1.7345608185705724e-06,0.016875957937779358
Liberty,8,ok,0.0011716114922402572,2.749539884748325e-06,0.013996405073911707
Liberty,9,ok,0.0013489399230901488,2.5415204352475516e-06,0.01662660506714529
Liberty,10,ok,0.0012916101257063627,1.4799256796213936e-06,0.01560922054588697
Liberty,11,ok,0.0016337383375116111,3.535039911608683e-06,0.018752732103771968
Liberty,12,ok,0.001160541928141565,3.4964400791197975e-06,0.0129735792764833
Liberty,13,ok,0.0016446643271399743,4.767549502328309e-06,0.018324766093990558
Liberty,14,ok,0.001456659507425029,3.346833779545128e-06,0.017383819847788768
Liberty,15,ok,0.0013768030323424905,2.0861138137261193e-06,0.015255493138154518
Liberty,16,ok,0.001496048925798201,3.4931167551094497e-06,0.017707412611652845
Liberty,17,ok,0.0013998717890388525,2.3905230329821355e-06,0.01743782022290709
Liberty,18,ok,0.001218429639263199,2.1164617096315824e-06,0.01531484786283714
Liberty,19,ok,0.0015778763944423765,3.2425096355740137e-06,0.0179002021725169
Liberty,20,ok,0.0014071896243277593,4.631337520672707e-06,0.01607059018171737
Liberty,21,ok,0.0013490721953296745,2.357639874595861e-06,0.016354910765432436
Liberty,22,ok,0.001068690574020172,4.1347103034022045e-06,0.0132186909043895
Liberty,23,ok,0.0018927598771461026,4.122864500726757e-06,0.021336235831782173
Liberty,24,ok,0.0014323065159178232,3.2806470815558573e-06,0.01612278286062918
Liberty,25,ok,0.0009336915141865609,1.8865974854458906e-06,0.01239181038591036
Liberty,26,ok,0.0015304867728679326,4.053057802064996e-06,0.01736855494320705
Liberty,27,ok,0.0010697306668275364,1.751971661950713e-06,0.012969326542857575
Liberty,28,ok,0.001686948813298748,3.792686611501894e-06,0.018026330598140447
Liberty,29,ok,0.0009681783530917543,1.450386598746985e-06,0.0114972264080641
Liberty,30,ok,0.0021956062558742464,6.355556196675199e-06,0.024284311223740123
Liberty,31,ok,0.001983886661604541,5.9480602598446035e-06,0.0225609915087439
Liberty,32,ok,0.0010234633347936612,3.940240177017459e-06,0.012090989276847531
Liberty,33,ok,0.0018090696767842649,4.330251247820586e-06,0.020279032026947717
Liberty,34,ok,0.0013956168463328486,2.4028498031077253e-06,0.01675315595986784
Liberty,35,ok,0.0021192694551214006,4.866212742169859e-06,0.02205060789278113
Liberty,36,ok,0.001023355781140563,2.795035100045924e-06,0.011990975950965115
Liberty,37,ok,0.0013330452401987864,4.438002551058731e-06,0.015334066619579739
Liberty,38,ok,0.0012730975635257972,3.1437688189179275e-06,0.014425122842798937
Liberty,39,ok,0.002156141167381556,5.712835711469904e-06,0.02310290712545169
Liberty,40,ok,0.0010632369771622515,1.2004993073637065e-06,0.013883351705172195
Liberty,41,ok,0.001282419607245025,2.085068261541874e-06,0.014490944092878665
Liberty,42,ok,0.0013643039789864083,3.5274509590265953e-06,0.016061216271971063
Liberty,43,ok,0.0011739965521289524,3.980394249192774e-06,0.014451350455574071
Liberty,44,ok,0.0014585014739473528,2.6414180781104645e-06,0.017490704994336803
Liberty,45,ok,0.002381012505962477,8.493508857448154e-06,0.02452113288597236
Liberty,46,ok,0.0032526091985104542,8.925802257091981e-06,0.02946698048360716
Liberty,47,ok,0.0010126613373970933,1.3935095833762828e-06,0.012790713602315951
Liberty,48,ok,0.0017121600395198105,3.574539118938902e-06,0.01972080278393895
Liberty,49,ok,0.0011228093737182822,2.5177321732837478e-06,0.012694437840192361
Liberty,50,ok,0.0011454148265581294,4.596909436584785e-06,0.013752797386051984
Liberty,51,ok,0.0011307751298245865,2.062520736388256e-06,0.012627765155462366
Liberty,52,ok,0.0020592489716237854,3.9438162219981476e-06,0.02076360631730954
Liberty,53,ok,0.0013128623057305122,3.6423447280099466e-06,0.014342629911742484
Liberty,54,ok,0.0011680013374116883,2.675700032751251e-06,0.013231793256150504
