model,family,revision,item_id,foundation,condition,score,score_se,n_replicates,clifford_wrong_mean,logprob_mass,label_position,parse_strategy,token_boundary_clean,failure_type,cell_parse_rate,excluded,exclusion_reason
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,15,Care,sampled,1.8888888888888888,0.11111111111111112,9,1.4,nan,,none,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,15,Care,string_bare,0.7788484446396065,,1,1.4,0.005221761532552148,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,15,Care,string_line,1.9440172327941536,,1,1.4,0.7603334612566806,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,cloze,2.9982708708309844,,1,2.2,0.00713391558907484,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,greedy,4.0,,1,2.2,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,label,3.9886199832840545,,1,2.2,0.911610692299224,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,sampled,3.5555555555555554,0.4444444444444445,9,2.2,nan,,anchored,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,string_bare,3.17923220998738,,1,2.2,7.789050596924426e-05,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,string_line,3.9886357980832874,,1,2.2,0.9114459595888423,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,cloze,2.691408425840979,,1,3.4,0.002950526553253025,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,greedy,4.0,,1,3.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,label,3.999376913869122,,1,3.4,0.9575642399537208,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,sampled,4.0,0.0,10,3.4,nan,,scan,,ok,0.9588,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,string_bare,3.5215321843477603,,1,3.4,0.00041680808168278587,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,string_line,3.999385771965286,,1,3.4,0.9574436047929918,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,cloze,2.9965278557079795,,1,3.4,0.019570572410779974,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,greedy,4.0,,1,3.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,label,3.874745583946352,,1,3.4,0.8921020776342088,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,sampled,3.8,0.13333333333333333,10,3.4,nan,,scan,,ok,0.9588,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,string_bare,3.302407328397233,,1,3.4,0.000765047680289356,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,string_line,3.8747736747768027,,1,3.4,0.8919657891965925,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,cloze,2.999311396467663,,1,2.2,0.049798662084056894,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,greedy,4.0,,1,2.2,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,label,3.9991934447561497,,1,2.2,0.9332143249160172,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,sampled,4.0,0.0,9,2.2,nan,,anchored,,ok,0.9588,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,string_bare,3.531837741939393,,1,2.2,3.7539816153136245e-05,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,string_line,3.999223121323,,1,2.2,0.9330554065068181,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,cloze,2.3958154495156236,,1,2.5,0.005966335970094073,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,greedy,2.0,,1,2.5,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,label,1.789697909570692,,1,2.5,0.7401524300085349,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,sampled,1.6,0.1632993161855452,10,2.5,nan,,anchored,,ok,0.9588,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,string_bare,0.9085271087086724,,1,2.5,0.0035838632320801173,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,string_line,1.7898020885707702,,1,2.5,0.7399633150001763,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,cloze,1.3907974530291098,,1,2.6,0.002142624735247572,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,greedy,2.0,,1,2.6,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,label,2.0228782121908053,,1,2.6,0.8898147360114517,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,sampled,2.1,0.09999999999999999,10,2.6,nan,,anchored,,ok,0.9588,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,string_bare,0.7632631296965358,,1,2.6,0.0005883526106840432,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,string_line,2.022961832032719,,1,2.6,0.8894496928091195,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,cloze,2.9656968557419656,,1,3.7,0.005212582683520777,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,greedy,4.0,,1,3.7,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,label,3.9650372801284557,,1,3.7,0.9588704683096615,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,sampled,3.9,0.09999999999999999,10,3.7,nan,,scan,,ok,0.9588,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,string_bare,3.095441371604725,,1,3.7,0.0004033723046362642,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,string_line,3.965076170683255,,1,3.7,0.9586940946140322,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,cloze,2.9950267965177026,,1,3.0,0.005389322629204531,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,greedy,3.0,,1,3.0,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,label,2.7069154041419843,,1,3.0,0.8160698621941268,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,sampled,2.6666666666666665,0.23570226039551587,9,3.0,nan,,none,,ok,0.9588,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,string_bare,1.1634178252147518,,1,3.0,3.101595432200287e-05,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,string_line,2.7069312996358437,,1,3.0,0.8159814794626745,,,True,ok,1.0,False,
