model,family,revision,item_id,foundation,condition,score,score_se,n_replicates,clifford_wrong_mean,logprob_mass,label_position,parse_strategy,token_boundary_clean,failure_type,cell_parse_rate,excluded,exclusion_reason
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,4,Care,label,1.996689043323391,,1,3.0,0.8082666800891276,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,4,Care,sampled,2.1,0.2333333333333333,10,3.0,nan,,anchored,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,4,Care,string,1.0738768946378934,,1,3.0,0.19950959955446262,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,5,Care,greedy,3.0,,1,3.3,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,5,Care,label,3.185280386248546,,1,3.3,0.8030191367438364,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,5,Care,sampled,2.8,0.3590109871423003,10,3.3,nan,,scan,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,5,Care,string,1.4179568387253905,,1,3.3,0.13024957529538672,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,6,Care,greedy,2.0,,1,2.9,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,6,Care,label,1.9721987714274294,,1,2.9,0.5851241364650545,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,6,Care,sampled,1.5555555555555556,0.37679611017362596,9,2.9,nan,,scan,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,6,Care,string,0.21726932906566354,,1,2.9,0.360540508697523,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,7,Care,greedy,3.0,,1,3.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,7,Care,label,2.9385915480098994,,1,3.4,0.8818222519623283,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,7,Care,sampled,2.6,0.3711842908553348,10,3.4,nan,,scan,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,7,Care,string,0.9025220904544653,,1,3.4,0.18856155565190302,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,8,Care,greedy,4.0,,1,2.8,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,8,Care,label,3.9995064218982894,,1,2.8,0.9462166566703677,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,8,Care,sampled,4.0,0.0,10,2.8,nan,,anchored,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,8,Care,string,2.2599967680996182,,1,2.8,0.1111750011703629,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,9,Care,greedy,2.0,,1,2.0,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,9,Care,label,1.8028048498798268,,1,2.0,0.8039702882866663,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,9,Care,sampled,1.9,0.27688746209726917,10,2.0,nan,,anchored,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,9,Care,string,0.46076639450392526,,1,2.0,0.3061085262741632,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,10,Care,greedy,3.0,,1,2.2,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,10,Care,label,2.864140613654482,,1,2.2,0.8174505829447295,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,10,Care,sampled,2.8,0.19999999999999998,10,2.2,nan,,anchored,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,10,Care,string,1.2475150020188985,,1,2.2,0.14812508621224243,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,11,Care,greedy,4.0,,1,3.5,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,11,Care,label,3.9986278905381054,,1,3.5,0.9555704887268102,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,11,Care,sampled,4.0,0.0,10,3.5,nan,,anchored,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,11,Care,string,2.152806070790768,,1,3.5,0.12533737492660785,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,12,Care,greedy,4.0,,1,2.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,12,Care,label,3.7954202762599984,,1,2.4,0.858857049220532,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,12,Care,sampled,3.2,0.38873012632302,10,2.4,nan,,scan,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,12,Care,string,1.99257222694567,,1,2.4,0.09055081044672098,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,13,Care,greedy,2.0,,1,1.9,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,13,Care,label,1.9979950009136163,,1,1.9,0.747771898042862,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,13,Care,sampled,2.25,0.25,8,1.9,nan,,none,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,13,Care,string,0.9308835676401405,,1,1.9,0.25346231418865417,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,14,Care,greedy,2.0,,1,2.0,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,14,Care,label,2.131489313853621,,1,2.0,0.8346082851973423,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,14,Care,sampled,2.1,0.09999999999999999,10,2.0,nan,,anchored,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,14,Care,string,0.4861492488041969,,1,2.0,0.11596235495055561,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,15,Care,greedy,2.0,,1,1.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,15,Care,label,1.9225273942070256,,1,1.4,0.7271502897183646,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,15,Care,sampled,1.7777777777777777,0.1469861839480328,9,1.4,nan,,none,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,15,Care,string,0.6441288906337572,,1,1.4,0.3843271684353926,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,greedy,4.0,,1,2.2,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,label,3.9806324945866294,,1,2.2,0.9143805377633832,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,sampled,3.5555555555555554,0.4444444444444444,9,2.2,nan,,anchored,,ok,0.9437,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,16,Care,string,1.831266056205467,,1,2.2,0.1009586626105073,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,greedy,4.0,,1,3.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,label,3.9998204720032375,,1,3.4,0.9620145031785899,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,sampled,4.0,0.0,10,3.4,nan,,scan,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,17,Fairness,string,2.559051944218592,,1,3.4,0.12749660605120577,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,greedy,4.0,,1,3.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,label,3.8991822128517675,,1,3.4,0.8835453671335922,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,sampled,3.9,0.09999999999999999,10,3.4,nan,,scan,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,18,Fairness,string,2.157801002463271,,1,3.4,0.17789393470366419,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,greedy,4.0,,1,2.2,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,label,3.999366255406851,,1,2.2,0.9360055556291867,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,sampled,3.7,0.3,10,2.2,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,19,Fairness,string,1.9760415089622512,,1,2.2,0.08401648672525562,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,greedy,2.0,,1,2.5,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,label,1.7895431654716607,,1,2.5,0.74048779993233,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,sampled,1.6,0.1632993161855452,10,2.5,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,20,Fairness,string,0.8038663769706277,,1,2.5,0.3455120832064065,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,greedy,2.0,,1,2.6,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,label,2.0105995861618355,,1,2.6,0.8960477458938475,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,sampled,2.0,0.0,9,2.6,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,21,Fairness,string,0.7347351754237509,,1,2.6,0.22862551099417677,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,greedy,4.0,,1,3.7,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,label,3.968674534797268,,1,3.7,0.9587254023290306,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,sampled,3.9,0.09999999999999999,10,3.7,nan,,scan,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,22,Fairness,string,2.029940769211193,,1,3.7,0.1260691863072734,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,greedy,3.0,,1,3.0,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,label,2.800875151302521,,1,3.0,0.805515914947071,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,sampled,2.7,0.21343747458109494,10,3.0,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,23,Fairness,string,1.006453910958454,,1,3.0,0.1264458449804404,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,24,Fairness,greedy,3.0,,1,2.0,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,24,Fairness,label,2.9430751830966257,,1,2.0,0.8577098396587032,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,24,Fairness,sampled,2.9,0.09999999999999999,10,2.0,nan,,scan,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,24,Fairness,string,0.9954828977300645,,1,2.0,0.11054141976877087,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,25,Fairness,greedy,4.0,,1,3.1,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,25,Fairness,label,3.852087393304231,,1,3.1,0.849661966679564,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,25,Fairness,sampled,3.6666666666666665,0.16666666666666666,9,3.1,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,25,Fairness,string,1.8269458353249988,,1,3.1,0.1717066000785661,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,26,Fairness,greedy,3.0,,1,2.8,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,26,Fairness,label,2.5314038536698087,,1,2.8,0.8845833607951702,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,26,Fairness,sampled,2.4,0.1632993161855452,10,2.8,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,26,Fairness,string,1.1739672377368453,,1,2.8,0.1286418864274555,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,27,Fairness,greedy,3.0,,1,2.9,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,27,Fairness,label,2.7778952203971343,,1,2.9,0.8557661445519702,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,27,Fairness,sampled,2.888888888888889,0.1111111111111111,9,2.9,nan,,scan,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,27,Fairness,string,1.0199545652148865,,1,2.9,0.10967249857453251,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,28,Fairness,greedy,4.0,,1,2.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,28,Fairness,label,3.9930700712379825,,1,2.4,0.9557485883668073,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,28,Fairness,sampled,3.7,0.3,10,2.4,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,28,Fairness,string,2.227831702017117,,1,2.4,0.12746079835302526,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,29,Fairness,greedy,2.0,,1,2.7,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,29,Fairness,label,2.0442985478642615,,1,2.7,0.8122226751819444,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,29,Fairness,sampled,2.0,0.16666666666666666,9,2.7,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,29,Fairness,string,0.6753068351818955,,1,2.7,0.2767851055309741,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,30,Fairness,greedy,3.0,,1,2.5,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,30,Fairness,label,2.840938253799409,,1,2.5,0.863951265010743,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,30,Fairness,sampled,3.1,0.17950549357115014,10,2.5,nan,,scan,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,30,Fairness,string,0.8085391836914234,,1,2.5,0.145702862473016,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,31,Fairness,greedy,4.0,,1,3.8,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,31,Fairness,label,3.751286287757413,,1,3.8,0.8863402069127195,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,31,Fairness,sampled,3.3,0.3958114029012639,10,3.8,nan,,scan,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,31,Fairness,string,1.9811704617961472,,1,3.8,0.11843483419279184,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,32,Fairness,greedy,2.0,,1,2.4,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,32,Fairness,label,2.0746952903278415,,1,2.4,0.8839806325008381,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,32,Fairness,sampled,2.3,0.15275252316519466,10,2.4,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,32,Fairness,string,0.9794124088392429,,1,2.4,0.1476720844891279,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,33,Fairness,greedy,2.0,,1,2.2,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,33,Fairness,label,2.021433223731344,,1,2.2,0.7843623882073338,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,33,Fairness,sampled,1.8888888888888888,0.1111111111111111,9,2.2,nan,,anchored,,ok,0.9706,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,33,Fairness,string,0.7382022791339223,,1,2.2,0.24031876380881875,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,34,Loyalty,greedy,2.0,,1,2.0,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,34,Loyalty,label,2.0338470832788778,,1,2.0,0.836406668824894,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,34,Loyalty,sampled,2.0,0.0,10,2.0,nan,,anchored,,ok,0.9062,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,34,Loyalty,string,1.067356501204969,,1,2.0,0.14618961111756634,,,True,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,35,Loyalty,greedy,2.0,,1,1.8,nan,,anchored,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,35,Loyalty,label,1.6689537382177235,,1,1.8,0.6090107234798581,0,,,ok,1.0,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,35,Loyalty,sampled,1.25,0.25,8,1.8,nan,,scan,,ok,0.9062,False,
01-ai/Yi-1.5-9B-Chat,yi,1a0fc698cf883c4f5c325f026ca79f0ebd9955a5,35,Loyalty,string,0.8921038998925896,,1,1.8,0.31172691595451896,,,True,ok,1.0,False,
